Title,Price,Rating,Specs
"Haier 2025 Model 1.5 Ton 3 Star Split Inverter Intelli-Convertible 7 in1 ConvertibleHD Filter, Frost S...","₹35,600",4,Annual Power Usage: 941.42 UnitsRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty post-installation). Installation by Haier/authorized centers & 2 maintenance services (paid) yearly is mandatory. T&C apply; excludes gas/plastic parts
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹36,990",4,"Annual Power Usage: 657.81 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹27,549",4,"Annual Power Usage: 607.6 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,"₹33,599",4.1,Room Size: 130 to 180 sq. ft.
"Panasonic 2026 Model 1.5 Ton 3 Star Hot and Cold Split Inverter Crystal Clean, Higher Airflow, 2-Way S...","₹42,990",4.1,"Annual Power Usage: 859.27 kWhRoom Size: 130 to 180 sq. ft.1 Year Comprehensive on Product,
10 Years on Compressor,
5 Years on PCB, 
5 Years on ODU Casing"
Whirlpool 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹32,290",4.2,"Annual Power Usage: 728.95 kWhRoom Size: 130 to 180 sq. ft.1 Year Warranty On Product, 5 Year Warranty On Compressor"
Daikin 2022 Model 1 Ton 3 Star Split Fixed Speed AC,"₹26,251",4.1,Annual Power Usage: 656.44 UnitsRoom Size: 80 to 130 sq. ft.1 Year Warranty on Product and  5 Years Warranty on PCB and 10 Years Warranty on Compressor
Godrej 2026 Model 2 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹36,490",3.9,"Annual Power Usage: 1076.57 kWhRoom Size: 180 to 230 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1.5 Ton 4 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹33,990",4,"Annual Power Usage: 728.31 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Hitachi 2022 Model 1.5 Ton 3 Star Split Fixed Speed AC,"₹36,978",4,Annual Power Usage: 1039.62 UnitsRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty on Product and 5 Years Compressor Warranty
Hitachi 2023 Model 1.5 Ton 3 Star Split Fixed Speed Soft dry Silent Air Ambience Light R 32 AC,"₹33,044",4,Annual Power Usage: 1039.62 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product and  5 Years Warranty on Compressor
Godrej 2026 Model 1 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹33,990",4,"Annual Power Usage: 468.65 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
MOTOROLA 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹31,990",4.2,"Annual Power Usage: 858.22 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 2 Ton 3 Star Split Inverter AC,"₹40,691",3.9,Annual Power Usage: 1076.57 UnitsRoom Size: 180 to 230 sq. ft.5 Years Manufacturer Warranty
Godrej 2025 Model 1 Ton 5 Star Split Inverter 5-In-1-Convertible CoolingI-sense Technology with Blue F...,"₹35,900",4,"Annual Power Usage: 516.37 UnitsRoom Size: 80 to 130 sq. ft.5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor"
Haier 2026 Model 1.6 Ton 5 Star Split HEXA Inverter with Wi-fi AC,"₹46,990",4.2,Annual Power Usage: 701 UnitsRoom Size: 130 to 180 sq. ft.
Voltas 2026 Model 1.5 Ton 2 Star Window Fixed Speed AC,"₹28,590",3.8,Room Size: 130 to 180 sq. ft.
"LG 2026 Model 1.42 Ton 5 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-...","₹47,490",,"Annual Power Usage: 1180 WRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (*Free Gas charging during comprehensive period only | T&C Apply) | To claim, present your original Proof of Purchase (invoice), model and serial number of the Product while requesting service. Visit https://www.lg.com/in/support for details Call on our customer care number 8069379999, WhatsApp : 9711709999 | E-mail: serviceindia@lge.com"
MOTOROLA 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹28,990",4.2,"Annual Power Usage: 611.13 kWhRoom Size: 80 to 130 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Hitachi 2023 Model 1 Ton 3 Star Split Fixed Speed Soft dry Silent Air Ambience Light R 32 AC,"₹32,490",3.9,Annual Power Usage: 706.76 UnitsRoom Size: 80 to 130 sq. ft.1 Year Warranty on Product and  5 Years Warranty on Compressor
"Godrej 2025 Model 1.5 Ton 3 Star Split Inverter AI Powered, 5-In-1 Convertible, Heavy Duty Cooling At ...","₹36,990",4,"Annual Power Usage: 983.99 kWhRoom Size: 130 to 180 sq. ft.5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor"
MOTOROLA 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹36,990",4.2,"Annual Power Usage: 656.35 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 2 Ton 3 Star Split Inverter AC,"₹39,990",3.9,Annual Power Usage: 1076.57 kWhRoom Size: 180 to 230 sq. ft.
Lloyd 2025 Model 1 Ton 3 Star Split Inverter with Wi-fi Anti-Viral AC,"₹34,500",4,"Annual Power Usage: 689.77 UnitsRoom Size: 80 to 130 sq. ft.1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor."
Hitachi 2024 Model 1.5 Ton 3 Star Split Fixed Speed AC,"₹38,580",4,"Annual Power Usage: 1039.62 UnitsRoom Size: 130 to 180 sq. ft.1 Year Product Warrenty, 5 Years comprehensive warranty and 10 Years Warranty on Compressor"
LG 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,"₹36,990",4,"Annual Power Usage: 769.55 kWhRoom Size: 130 to 180 sq. ft.1 Year Comprehensive warranty on Product, 5 Year warranty on PCB and Motor & 10 Year warranty on Compressor"
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹36,990",4,"Annual Power Usage: 657.81 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹27,549",4,"Annual Power Usage: 607.6 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Hitachi 2023 Model 1 Ton 3 Star Split Fixed Speed Soft dry Silent Air Ambience Light R 32 AC,"₹32,490",3.9,Annual Power Usage: 706.76 UnitsRoom Size: 80 to 130 sq. ft.1 Year Warranty on Product and  5 Years Warranty on Compressor
Voltas 2025 Model 0.6 Ton 2 Star Split Fixed Speed AC,"₹19,990",3.8,"Annual Power Usage: 475.3 UnitsRoom Size: Up to 80 sq. ft.5 years warranty from the date of installation, (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr (Offer valid till 31st May 2026). It is applicable only for residential usage and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor"
Godrej 2026 Model 2 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹36,490",3.9,"Annual Power Usage: 1076.57 kWhRoom Size: 180 to 230 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1.5 Ton 4 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹33,990",4,"Annual Power Usage: 728.31 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2023 Model 2 Ton 3 Star Split Inverter With Heavy Duty Cooling at Extreme Temperature AC,"₹39,999",3.9,"Annual Power Usage: 1183.2 UnitsRoom Size: 180 to 230 sq. ft.5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor"
Daikin 2026 Model 1 Ton 2 Star Split Fixed Speed AC,"₹30,490",4.2,"Annual Power Usage: 664.96 kWhRoom Size: 80 to 130 sq. ft.1 Year Comprehensive Warranty, 5 Years Warranty On Compressor Warranty"
Hitachi 2022 Model 1.5 Ton 3 Star Split Fixed Speed AC,"₹36,978",4,Annual Power Usage: 1039.62 UnitsRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty on Product and 5 Years Compressor Warranty
Hitachi 2023 Model 1.5 Ton 3 Star Split Fixed Speed Soft dry Silent Air Ambience Light R 32 AC,"₹33,044",4,Annual Power Usage: 1039.62 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product and  5 Years Warranty on Compressor
"LG 2026 Model 1.42 Ton 5 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-...","₹47,490",,"Annual Power Usage: 1180 WRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (*Free Gas charging during comprehensive period only | T&C Apply) | To claim, present your original Proof of Purchase (invoice), model and serial number of the Product while requesting service. Visit https://www.lg.com/in/support for details Call on our customer care number 8069379999, WhatsApp : 9711709999 | E-mail: serviceindia@lge.com"
Godrej 2026 Model 1 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹33,990",4,"Annual Power Usage: 468.65 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
LG 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,"₹36,990",4,"Annual Power Usage: 769.55 kWhRoom Size: 130 to 180 sq. ft.1 Year Comprehensive warranty on Product, 5 Year warranty on PCB and Motor & 10 Year warranty on Compressor"
Hisense 2026 Model 2 Ton 3 Star Split Inverter AC,"₹32,990",3.6,"Annual Power Usage: 1073.79 kWhRoom Size: 180 to 230 sq. ft.1 Year Comprehensive warranty on Product, 5 Year on PCB & 10 Year on Compressor"
MOTOROLA 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹31,990",4.2,"Annual Power Usage: 858.22 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Hitachi 2026 Model 2 Ton 3 Star Split Inverter AC,"₹46,990",4,"Annual Power Usage: 1140.91 kWhRoom Size: 180 to 230 sq. ft.1 Year Warranty On Product, 5 Year Warranty on PCB & 10 Year Warranty on Compressor."
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹42,865",4.2,Annual Power Usage: 966.47 UnitsRoom Size: 130 to 180 sq. ft.5 YearsWarranty on Product and 5 Years Warranty on PCB and 10 Years Warranty on Compressor 1st July 2026 to 31st July 2026.
LG 2025 Model 1.5 Ton 3 Star Split AI Dual Inverter AI Convertible 6-in-1 with Faster Cooling and Ener...,"₹29,090",4,"Annual Power Usage: 852.44 UnitsRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty on Product, 5 Year on PCB and Motor & 10 Year on Compressor (Free Gas charging during comprehensive warranty period only)"
Lloyd Stellar Art 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi 6 in 1 Expandable Stellar ArtMoo...,"₹45,990",4.1,"Annual Power Usage: 752.72 WRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor."
MOTOROLA 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹36,990",4.2,"Annual Power Usage: 656.35 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹36,990",4,"Annual Power Usage: 657.81 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2024 Model 1.5 Ton 3 Star Hot and Cold Split Inverter AC,"₹34,380",4,"Annual Power Usage: 905.41 UnitsRoom Size: 130 to 180 sq. ft.5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor"
Godrej 2025 Model 3 Ton 2 Star Cassette Fixed Speed With Anti Dust Filter AC,"₹84,990",,"Annual Power Usage: 2608.74 UnitsRoom Size: More than 230 sq. ft.1 year standard warranty on product, 5 years warranty on compressor and 1 year warranty on PCB.(T&C Apply)."
MOTOROLA 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹28,990",4.2,"Annual Power Usage: 611.13 kWhRoom Size: 80 to 130 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹27,549",4,"Annual Power Usage: 607.6 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
MITSUBISHI HEAVY INDUSTRIES 2026 Model 1.6 Ton 2 Star Split Fixed Speed AC,"₹51,482",3.6,"Annual Power Usage: 1071.36 kWhRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product ,1 year warranty on PCB and 5 Years Warranty on Compressor"
"Panasonic 2026 Model 1.5 Ton 3 Star Split Inverter Smart Auto Cool, DustBuster Tech, Higher Airflow, 2...","₹38,989",4.1,"Annual Power Usage: 877.07 kWhRoom Size: 130 to 180 sq. ft.1 Year Comprehensive on Product,
10 Years on Compressor,
5 Years on PCB"
IFB 2024 Model 2 Ton 3 Star Split Inverter with Wi-fi 7 Stage Air Treatment AC,"₹48,500",4.3,"Annual Power Usage: 1248.28 UnitsRoom Size: 180 to 230 sq. ft.1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor"
CARRIER 2024 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹44,999",4.2,"Annual Power Usage: 789.6 kWhRoom Size: 130 to 180 sq. ft.1 year on product, 10 years on compressor"
Godrej 2026 Model 2 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹36,490",3.9,"Annual Power Usage: 1076.57 kWhRoom Size: 180 to 230 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1.5 Ton 4 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹33,990",4,"Annual Power Usage: 728.31 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Hitachi 2025 Model 1.5 Ton 3 Star Window Inverter AC,"₹35,490",4.1,Annual Power Usage: 1172.92 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty
Hitachi 2023 Model 1.5 Ton 3 Star Split Inverter AC,"₹33,985",4,"Annual Power Usage: 1012.62 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product, 5 Years Warranty on PCB and 5 Years Warranty on Compressor"
Godrej 2026 Model 1 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹33,990",4,"Annual Power Usage: 468.65 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
MOTOROLA 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹31,990",4.2,"Annual Power Usage: 858.22 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1.5 Ton 3 Star Split Inverter AC,"₹31,620",4,Annual Power Usage: 899.05 UnitsRoom Size: 130 to 180 sq. ft.5 Years Comprehensive Warranty
Hitachi 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹45,998",4,Annual Power Usage: 690.72 kWhRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product and 10 Years Warranty on Compressor
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter AC,"₹35,980",4,Annual Power Usage: 657.81 UnitsRoom Size: 130 to 180 sq. ft.
Panasonic 2025 Model 1 Ton 3 Star Split Inverter with Wi-fi AC,"₹33,490",4.2,Annual Power Usage: 667.91 kWhRoom Size: 80 to 130 sq. ft.1 Year Warranty on Product and 10 Years Warranty on Compressor
"LG 2026 Model 1.42 Ton 5 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-...","₹47,490",,"Annual Power Usage: 1180 WRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (*Free Gas charging during comprehensive period only | T&C Apply) | To claim, present your original Proof of Purchase (invoice), model and serial number of the Product while requesting service. Visit https://www.lg.com/in/support for details Call on our customer care number 8069379999, WhatsApp : 9711709999 | E-mail: serviceindia@lge.com"
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Hitachi 2023 Model 1.5 Ton 3 Star Split Inverter Xpandable plus Ambience Light R 32 AC,"₹38,500",4,"Annual Power Usage: 1024.34 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product, 5 Years Warranty on Controller (PCB) and 10 Years Warranty on Compressor"
IFB 2024 Model 1.5 Ton 5 Star Split Inverter with Wi-fi With Heavy Duty Cooling AC,"₹39,300",4.2,"Annual Power Usage: 706.85 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor"
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹36,990",4,"Annual Power Usage: 657.81 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
MOTOROLA 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹36,990",4.2,"Annual Power Usage: 656.35 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
LG 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,"₹41,990",4,"Annual Power Usage: 927.09 kWhRoom Size: 130 to 180 sq. ft.1 Year Comprehensive warranty on Product, 5 Year warranty on PCB and Motor & 10 Year warranty on Compressor"
"Blue Star 2023 Model 0.9 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diag...","₹28,563",4,"Annual Power Usage: 644.46 UnitsRoom Size: 80 to 130 sq. ft.1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor"
Godrej 2024 Model 1 Ton 3 Star Split Inverter AC,"₹31,490",4,"Annual Power Usage: 654.68 UnitsRoom Size: 80 to 130 sq. ft.1 Year Warranty on the Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor"
Godrej 2026 Model 1 Ton 3 Star Split Inverter AC,"₹28,444",4,Annual Power Usage: 607.63 UnitsRoom Size: 80 to 130 sq. ft.5 Years Manufacturer Warranty 5 Years
Godrej 2026 Model 2 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹36,490",3.9,"Annual Power Usage: 1076.57 kWhRoom Size: 180 to 230 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1.5 Ton 4 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹33,990",4,"Annual Power Usage: 728.31 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2025 Model 1.4 Ton 5 Star Split Inverter 5-In-1 Convertible CoolingHeavy Duty Cooling at Extrem...,"₹34,999",3.9,"Annual Power Usage: 690.34 UnitsRoom Size: 130 to 180 sq. ft.5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor"
Haier 2026 Model 2.2 Ton 3 Star Split HEXA Inverter with Wi-fi AC,"₹52,990",3.8,Annual Power Usage: 1266.03 kWhRoom Size: 180 to 230 sq. ft.7 Years Comprehensive Warranty on Product & parts (including PCB) and 12 years Warranty on Compressor
Godrej 2026 Model 1 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹33,990",4,"Annual Power Usage: 468.65 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
"LG 2026 Model 1.42 Ton 5 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-...","₹47,490",,"Annual Power Usage: 1180 WRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (*Free Gas charging during comprehensive period only | T&C Apply) | To claim, present your original Proof of Purchase (invoice), model and serial number of the Product while requesting service. Visit https://www.lg.com/in/support for details Call on our customer care number 8069379999, WhatsApp : 9711709999 | E-mail: serviceindia@lge.com"
Godrej 2026 Model 1.5 Tons 3 Star Split Inverter AC,"₹31,980",4,Annual Power Usage: 899.05 UnitsRoom Size: 130 to 180 sq. ft.10 Years on Compressor
Godrej 2026 Model 1.5 Ton 3 Star Split Inverter AC,"₹29,999",4,Annual Power Usage: 899.05 WRoom Size: 130 to 180 sq. ft.
MITSUBISHI HEAVY INDUSTRIES 2025 Model 1.6 Ton 4 Star Split Hyper Inverter Hyper Inverter AC AC,"₹58,480",4,"Annual Power Usage: 890.07 kWhRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product ,5 year warranty on PCB and 10 Years Warranty on Compressor"
Godrej 2025 Model 1 Ton 5 Star Split Inverter 5-In-1-Convertible CoolingI-sense Technology with Blue F...,"₹35,900",4,"Annual Power Usage: 516.37 UnitsRoom Size: 80 to 130 sq. ft.5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor"
MOTOROLA 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹31,990",4.2,"Annual Power Usage: 858.22 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
